flight_plan_id,operator_id,aircraft_id,aircraft_type,city,city_code,region,route_id,scenario,apply_time,planned_takeoff_time,planned_landing_time,planned_duration_min,planned_altitude_m,planned_distance_km,night_flight,payload_kg,approval_status,preflight_risk_score,preflight_risk_level,data_nature,source_basis
FP007722,OP0122,UAV01850,eVTOL,东莞,441900,中南,RT_441900_041,应急救援,2026-05-10 22:39:00,2026-05-12 05:39:00,2026-05-12 05:52:00,13,132,29.9,True,120.94,通过,16.28,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007723,OP0598,UAV01171,固定翼无人机,深圳,440300,中南,RT_440300_013,电力巡检,2026-04-02 13:19:00,2026-04-02 14:19:00,2026-04-02 15:12:00,53,120,47.38,False,7.26,通过,48.64,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007724,OP0553,UAV00645,多旋翼无人机,西安,610100,西北,RT_610100_026,城市治理巡检,2026-05-30 17:11:00,2026-05-31 12:11:00,2026-05-31 12:42:00,31,54,20.18,False,1.55,待审,32.83,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007725,OP0233,UAV01323,eVTOL,苏州,320500,华东,RT_320500_013,应急救援,2026-05-16 01:50:00,2026-05-16 11:50:00,2026-05-16 12:20:00,30,97,17.68,False,122.3,驳回,40.78,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007726,OP0488,UAV00723,固定翼无人机,西安,610100,西北,RT_610100_005,园区低空运营,2026-05-14 14:49:00,2026-05-16 00:49:00,2026-05-16 02:15:00,86,58,29.32,True,2.17,通过,13.62,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007727,OP0511,UAV01154,固定翼无人机,郑州,410100,中南,RT_410100_048,交通巡查,2026-06-23 00:32:00,2026-06-23 06:32:00,2026-06-23 07:19:00,47,122,30.25,False,3.73,需补充材料,16.25,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007728,OP0403,UAV00224,多旋翼无人机,海口,460100,中南,RT_460100_008,低空物流配送,2026-03-04 01:37:00,2026-03-04 08:37:00,2026-03-04 09:15:00,38,115,37.06,False,5.46,需补充材料,22.02,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007729,OP0028,UAV00279,多旋翼无人机,南京,320100,华东,RT_320100_050,应急救援,2026-06-08 04:54:00,2026-06-08 23:54:00,2026-06-09 00:10:00,16,124,49.49,True,3.45,通过,12.19,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007730,OP0580,UAV01319,eVTOL,南通,320600,华东,RT_320600_020,城市治理巡检,2026-01-10 17:39:00,2026-01-11 06:39:00,2026-01-11 07:01:00,22,53,10.21,False,119.69,通过,48.81,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007731,OP0527,UAV00815,多旋翼无人机,长沙,430100,中南,RT_430100_025,城市治理巡检,2026-06-22 07:36:00,2026-06-22 09:36:00,2026-06-22 10:06:00,30,66,58.17,False,3.67,通过,21.81,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007732,OP0534,UAV01864,eVTOL,合肥,340100,华东,RT_340100_039,低空物流配送,2026-02-08 02:09:00,2026-02-08 17:09:00,2026-02-08 17:25:00,16,76,29.67,False,118.67,通过,36.34,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007733,OP0099,UAV00398,多旋翼无人机,北京,110000,华北,RT_110000_034,交通巡查,2026-02-06 21:28:00,2026-02-07 06:28:00,2026-02-07 07:00:00,32,105,9.98,False,3.16,驳回,53.74,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007734,OP0380,UAV00040,多旋翼无人机,海口,460100,中南,RT_460100_044,园区低空运营,2026-05-21 15:50:00,2026-05-23 01:50:00,2026-05-23 01:58:00,8,185,41.4,True,5.05,通过,39.29,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007735,OP0618,UAV02191,多旋翼无人机,郑州,410100,中南,RT_410100_047,园区低空运营,2026-04-11 08:57:00,2026-04-11 15:57:00,2026-04-11 16:29:00,32,52,26.76,False,2.34,通过,22.04,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007736,OP0328,UAV02724,系留无人机,珠海,440400,中南,RT_440400_058,电力巡检,2026-01-24 18:51:00,2026-01-25 22:51:00,2026-01-25 23:47:00,56,81,4.56,True,0.0,通过,19.59,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007737,OP0475,UAV02093,多旋翼无人机,南通,320600,华东,RT_320600_016,低空物流配送,2026-02-15 05:39:00,2026-02-15 20:39:00,2026-02-15 21:27:00,48,74,21.95,True,2.04,通过,14.92,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007738,OP0271,UAV00930,系留无人机,合肥,340100,华东,RT_340100_002,电力巡检,2026-01-29 13:10:00,2026-01-30 12:10:00,2026-01-30 12:18:00,8,88,30.47,False,0.0,通过,24.89,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007739,OP0461,UAV02532,多旋翼无人机,深圳,440300,中南,RT_440300_056,应急救援,2026-05-07 01:57:00,2026-05-08 00:57:00,2026-05-08 01:33:00,36,104,41.37,True,2.95,驳回,54.12,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007740,OP0079,UAV00516,多旋翼无人机,青岛,370200,华东,RT_370200_029,低空物流配送,2026-03-13 01:12:00,2026-03-13 03:12:00,2026-03-13 03:42:00,30,91,29.09,True,0.06,通过,26.61,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007741,OP0130,UAV00604,复合翼无人机,珠海,440400,中南,RT_440400_006,医疗物资运输,2026-06-25 14:00:00,2026-06-25 19:00:00,2026-06-25 19:38:00,38,94,21.11,False,6.92,通过,22.03,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007742,OP0521,UAV00494,多旋翼无人机,南通,320600,华东,RT_320600_007,应急救援,2026-02-15 18:21:00,2026-02-16 07:21:00,2026-02-16 08:12:00,51,59,14.12,False,3.01,通过,16.73,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007743,OP0580,UAV00710,直升机,南京,320100,华东,RT_320100_016,园区低空运营,2026-06-06 05:32:00,2026-06-07 04:32:00,2026-06-07 05:28:00,56,171,57.28,True,57.57,通过,15.11,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007744,OP0369,UAV01722,eVTOL,青岛,370200,华东,RT_370200_005,城市治理巡检,2026-05-04 19:21:00,2026-05-05 20:21:00,2026-05-05 21:05:00,44,130,17.78,True,117.03,通过,34.56,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007745,OP0123,UAV01739,复合翼无人机,武汉,420100,中南,RT_420100_054,交通巡查,2026-05-11 10:17:00,2026-05-12 21:17:00,2026-05-12 21:47:00,30,122,27.55,True,7.5,通过,31.27,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007746,OP0075,UAV01378,多旋翼无人机,厦门,350200,华东,RT_350200_056,文旅观光,2026-03-06 00:02:00,2026-03-07 04:02:00,2026-03-07 04:51:00,49,80,1.95,True,1.64,通过,19.63,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007747,OP0084,UAV02457,复合翼无人机,海口,460100,中南,RT_460100_056,电力巡检,2026-04-01 08:26:00,2026-04-02 12:26:00,2026-04-02 13:07:00,41,89,18.19,False,6.95,通过,15.75,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007748,OP0630,UAV00564,直升机,南通,320600,华东,RT_320600_037,应急救援,2026-01-14 11:30:00,2026-01-15 22:30:00,2026-01-15 22:54:00,24,102,46.15,True,59.56,通过,8.23,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007749,OP0342,UAV01465,多旋翼无人机,海口,460100,中南,RT_460100_055,低空物流配送,2026-03-31 14:49:00,2026-04-01 01:49:00,2026-04-01 02:35:00,46,74,26.43,True,2.43,通过,39.74,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007750,OP0138,UAV00749,多旋翼无人机,珠海,440400,中南,RT_440400_034,园区低空运营,2026-02-18 15:35:00,2026-02-19 22:35:00,2026-02-19 23:19:00,44,114,53.99,True,5.06,通过,75.25,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007751,OP0548,UAV02550,多旋翼无人机,北京,110000,华北,RT_110000_024,城市治理巡检,2026-03-03 04:13:00,2026-03-03 19:13:00,2026-03-03 19:44:00,31,99,37.95,False,3.84,通过,29.78,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007752,OP0151,UAV01910,复合翼无人机,厦门,350200,华东,RT_350200_037,城市治理巡检,2026-03-03 21:38:00,2026-03-04 00:38:00,2026-03-04 01:24:00,46,81,28.93,True,9.54,通过,16.77,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007753,OP0058,UAV02686,直升机,重庆,500000,西南,RT_500000_057,交通巡查,2026-02-21 03:45:00,2026-02-21 20:45:00,2026-02-21 21:25:00,40,68,21.83,True,61.4,通过,53.75,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007754,OP0253,UAV01631,直升机,重庆,500000,西南,RT_500000_024,城市治理巡检,2026-06-19 02:24:00,2026-06-20 03:24:00,2026-06-20 04:23:00,59,59,13.29,True,57.87,通过,32.35,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007755,OP0472,UAV00224,多旋翼无人机,海口,460100,中南,RT_460100_052,园区低空运营,2026-05-20 18:30:00,2026-05-22 02:30:00,2026-05-22 03:02:00,32,127,24.45,True,0.57,撤销,18.97,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007756,OP0264,UAV01608,多旋翼无人机,郑州,410100,中南,RT_410100_007,电力巡检,2026-06-07 09:05:00,2026-06-08 15:05:00,2026-06-08 15:41:00,36,125,8.88,False,4.2,通过,39.27,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007757,OP0425,UAV01767,多旋翼无人机,南通,320600,华东,RT_320600_003,交通巡查,2026-06-22 23:35:00,2026-06-24 07:35:00,2026-06-24 08:24:00,49,84,48.92,False,0.54,通过,14.44,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007758,OP0515,UAV01995,多旋翼无人机,广州,440100,中南,RT_440100_003,交通巡查,2026-01-15 17:20:00,2026-01-16 10:20:00,2026-01-16 10:54:00,34,127,23.35,False,1.43,通过,14.79,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007759,OP0376,UAV02587,多旋翼无人机,南通,320600,华东,RT_320600_005,园区低空运营,2026-05-04 01:15:00,2026-05-05 01:15:00,2026-05-05 02:23:00,68,96,21.28,True,4.17,需补充材料,19.19,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007760,OP0649,UAV01025,多旋翼无人机,北京,110000,华北,RT_110000_023,电力巡检,2026-01-20 01:52:00,2026-01-21 06:52:00,2026-01-21 07:34:00,42,135,34.09,False,4.27,通过,73.38,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007761,OP0180,UAV02746,多旋翼无人机,东莞,441900,中南,RT_441900_016,交通巡查,2026-04-08 20:09:00,2026-04-09 06:09:00,2026-04-09 07:09:00,60,162,6.88,False,4.16,通过,82.32,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007762,OP0257,UAV01510,多旋翼无人机,成都,510100,西南,RT_510100_038,园区低空运营,2026-04-07 19:02:00,2026-04-08 16:02:00,2026-04-08 16:30:00,28,48,5.21,False,3.96,通过,35.06,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007763,OP0448,UAV02685,eVTOL,合肥,340100,华东,RT_340100_007,电力巡检,2026-01-14 21:18:00,2026-01-15 00:18:00,2026-01-15 00:26:00,8,90,32.16,True,118.55,需补充材料,33.45,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007764,OP0637,UAV02343,多旋翼无人机,南通,320600,华东,RT_320600_047,电力巡检,2026-06-08 05:43:00,2026-06-09 11:43:00,2026-06-09 11:51:00,8,100,7.59,False,0.76,通过,31.7,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007765,OP0407,UAV01052,多旋翼无人机,东莞,441900,中南,RT_441900_034,低空物流配送,2026-06-06 21:04:00,2026-06-08 08:04:00,2026-06-08 08:21:00,17,148,24.62,False,1.05,通过,8.73,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007766,OP0159,UAV01306,多旋翼无人机,长沙,430100,中南,RT_430100_023,医疗物资运输,2026-05-05 20:21:00,2026-05-06 02:21:00,2026-05-06 02:46:00,25,74,18.48,True,2.02,通过,5.97,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007767,OP0367,UAV02557,复合翼无人机,珠海,440400,中南,RT_440400_039,文旅观光,2026-04-07 15:52:00,2026-04-07 17:52:00,2026-04-07 18:00:00,8,84,13.37,False,6.1,待审,11.86,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007768,OP0272,UAV02233,固定翼无人机,海口,460100,中南,RT_460100_002,交通巡查,2026-02-15 17:48:00,2026-02-16 00:48:00,2026-02-16 01:48:00,60,111,58.67,True,7.53,通过,46.49,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007769,OP0152,UAV02581,系留无人机,深圳,440300,中南,RT_440300_033,电力巡检,2026-03-19 08:27:00,2026-03-19 16:27:00,2026-03-19 16:52:00,25,157,21.21,False,0.47,通过,21.17,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007770,OP0346,UAV02200,复合翼无人机,郑州,410100,中南,RT_410100_008,低空物流配送,2026-05-08 22:44:00,2026-05-10 02:44:00,2026-05-10 03:00:00,16,101,42.45,True,9.26,通过,38.33,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007771,OP0424,UAV01407,多旋翼无人机,北京,110000,华北,RT_110000_048,园区低空运营,2026-06-13 02:45:00,2026-06-14 11:45:00,2026-06-14 12:36:00,51,73,18.8,False,4.67,通过,48.73,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007772,OP0075,UAV01774,多旋翼无人机,东莞,441900,中南,RT_441900_021,园区低空运营,2026-04-09 19:13:00,2026-04-10 12:13:00,2026-04-10 12:27:00,14,118,32.44,False,0.0,通过,7.64,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007773,OP0038,UAV00139,固定翼无人机,厦门,350200,华东,RT_350200_043,应急救援,2026-01-11 18:46:00,2026-01-11 20:46:00,2026-01-11 21:43:00,57,89,34.81,True,3.48,通过,21.69,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007774,OP0503,UAV00867,多旋翼无人机,海口,460100,中南,RT_460100_018,电力巡检,2026-02-14 00:31:00,2026-02-14 21:31:00,2026-02-14 22:01:00,30,79,27.23,True,0.0,通过,11.47,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007775,OP0364,UAV00192,eVTOL,厦门,350200,华东,RT_350200_048,城市治理巡检,2026-02-01 08:44:00,2026-02-01 19:44:00,2026-02-01 19:52:00,8,82,41.22,False,115.7,待审,30.35,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007776,OP0326,UAV02163,多旋翼无人机,深圳,440300,中南,RT_440300_057,文旅观光,2026-02-25 10:49:00,2026-02-25 18:49:00,2026-02-25 19:38:00,49,121,48.98,False,2.53,驳回,49.22,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007777,OP0021,UAV01874,固定翼无人机,合肥,340100,华东,RT_340100_014,城市治理巡检,2026-04-06 20:48:00,2026-04-08 05:48:00,2026-04-08 06:31:00,43,100,55.5,True,4.34,待审,25.04,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007778,OP0470,UAV02052,复合翼无人机,厦门,350200,华东,RT_350200_035,交通巡查,2026-04-13 10:15:00,2026-04-14 21:15:00,2026-04-14 22:06:00,51,131,57.17,True,6.51,通过,21.27,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007779,OP0389,UAV00392,固定翼无人机,北京,110000,华北,RT_110000_052,城市治理巡检,2026-04-11 15:31:00,2026-04-12 11:31:00,2026-04-12 11:41:00,10,94,20.36,False,5.42,通过,53.73,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007780,OP0124,UAV00891,多旋翼无人机,青岛,370200,华东,RT_370200_010,应急救援,2026-04-15 19:48:00,2026-04-16 08:48:00,2026-04-16 09:31:00,43,144,17.4,False,4.88,通过,33.6,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007781,OP0245,UAV00523,固定翼无人机,合肥,340100,华东,RT_340100_003,医疗物资运输,2026-05-17 10:44:00,2026-05-18 08:44:00,2026-05-18 09:23:00,39,100,22.63,False,4.74,通过,56.05,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007782,OP0643,UAV02255,多旋翼无人机,深圳,440300,中南,RT_440300_027,应急救援,2026-02-20 21:49:00,2026-02-21 00:49:00,2026-02-21 01:26:00,37,52,48.71,True,3.84,撤销,37.07,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007783,OP0547,UAV01056,多旋翼无人机,南京,320100,华东,RT_320100_058,应急救援,2026-04-22 23:14:00,2026-04-23 17:14:00,2026-04-23 18:07:00,53,96,6.23,False,3.18,通过,27.42,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007784,OP0246,UAV02331,多旋翼无人机,广州,440100,中南,RT_440100_001,医疗物资运输,2026-06-13 03:03:00,2026-06-13 06:03:00,2026-06-13 06:11:00,8,71,39.12,False,3.74,通过,45.04,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007785,OP0584,UAV01657,固定翼无人机,珠海,440400,中南,RT_440400_051,电力巡检,2026-01-29 22:33:00,2026-01-31 00:33:00,2026-01-31 01:05:00,32,87,44.65,True,6.87,通过,17.77,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007786,OP0132,UAV01431,多旋翼无人机,广州,440100,中南,RT_440100_040,医疗物资运输,2026-02-19 23:02:00,2026-02-21 03:02:00,2026-02-21 03:24:00,22,89,30.15,True,3.58,通过,25.27,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007787,OP0060,UAV01396,多旋翼无人机,东莞,441900,中南,RT_441900_022,城市治理巡检,2026-03-22 20:19:00,2026-03-23 20:19:00,2026-03-23 21:20:00,61,79,41.39,True,5.24,通过,7.31,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007788,OP0458,UAV01074,固定翼无人机,合肥,340100,华东,RT_340100_028,文旅观光,2026-03-07 05:12:00,2026-03-07 22:12:00,2026-03-07 22:35:00,23,54,39.58,True,4.71,通过,49.75,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007789,OP0444,UAV00303,多旋翼无人机,郑州,410100,中南,RT_410100_037,应急救援,2026-06-16 02:50:00,2026-06-16 06:50:00,2026-06-16 07:25:00,35,87,21.83,False,2.18,通过,33.4,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007790,OP0602,UAV00846,eVTOL,南京,320100,华东,RT_320100_026,文旅观光,2026-03-07 03:05:00,2026-03-07 22:05:00,2026-03-07 22:13:00,8,76,63.44,True,122.07,通过,34.9,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007791,OP0590,UAV01884,多旋翼无人机,深圳,440300,中南,RT_440300_027,应急救援,2026-05-16 14:32:00,2026-05-18 02:32:00,2026-05-18 03:01:00,29,78,48.71,True,1.12,通过,39.05,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007792,OP0285,UAV00867,多旋翼无人机,厦门,350200,华东,RT_350200_037,城市治理巡检,2026-04-02 15:28:00,2026-04-03 12:28:00,2026-04-03 12:36:00,8,102,28.93,False,1.83,通过,14.0,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007793,OP0074,UAV00846,多旋翼无人机,上海,310000,华东,RT_310000_046,医疗物资运输,2026-03-24 19:30:00,2026-03-26 07:30:00,2026-03-26 07:47:00,17,72,0.51,False,3.46,通过,17.94,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007794,OP0277,UAV02769,多旋翼无人机,北京,110000,华北,RT_110000_060,文旅观光,2026-01-16 08:53:00,2026-01-16 17:53:00,2026-01-16 18:16:00,23,71,16.68,False,0.3,通过,61.2,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007795,OP0476,UAV02619,多旋翼无人机,武汉,420100,中南,RT_420100_038,交通巡查,2026-06-07 01:47:00,2026-06-07 07:47:00,2026-06-07 08:13:00,26,103,17.7,False,0.25,通过,31.84,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007796,OP0490,UAV00011,直升机,重庆,500000,西南,RT_500000_060,交通巡查,2026-06-11 10:28:00,2026-06-12 14:28:00,2026-06-12 15:17:00,49,133,53.06,False,58.85,驳回,27.85,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007797,OP0373,UAV01930,多旋翼无人机,南通,320600,华东,RT_320600_049,电力巡检,2026-02-28 23:57:00,2026-03-01 13:57:00,2026-03-01 14:13:00,16,100,43.3,False,6.47,通过,3.07,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007798,OP0083,UAV01154,多旋翼无人机,苏州,320500,华东,RT_320500_017,电力巡检,2026-02-02 08:16:00,2026-02-03 14:16:00,2026-02-03 15:09:00,53,160,35.94,False,2.11,通过,5.7,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007799,OP0193,UAV02106,固定翼无人机,厦门,350200,华东,RT_350200_044,应急救援,2026-03-16 01:50:00,2026-03-16 12:50:00,2026-03-16 13:27:00,37,100,32.85,False,6.26,通过,15.49,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007800,OP0164,UAV02717,系留无人机,厦门,350200,华东,RT_350200_039,文旅观光,2026-06-10 02:23:00,2026-06-10 09:23:00,2026-06-10 09:39:00,16,57,33.29,False,0.0,通过,61.32,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007801,OP0614,UAV02317,多旋翼无人机,郑州,410100,中南,RT_410100_024,园区低空运营,2026-03-21 21:34:00,2026-03-23 06:34:00,2026-03-23 07:41:00,67,119,50.04,False,1.22,通过,68.39,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007802,OP0121,UAV00085,多旋翼无人机,苏州,320500,华东,RT_320500_014,医疗物资运输,2026-02-15 15:37:00,2026-02-16 15:37:00,2026-02-16 15:45:00,8,54,28.26,False,5.01,通过,19.26,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007803,OP0563,UAV00341,系留无人机,成都,510100,西南,RT_510100_040,应急救援,2026-05-15 16:13:00,2026-05-15 22:13:00,2026-05-15 23:02:00,49,139,35.09,True,0.0,通过,2.69,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007804,OP0185,UAV01510,多旋翼无人机,广州,440100,中南,RT_440100_025,文旅观光,2026-04-07 07:17:00,2026-04-08 13:17:00,2026-04-08 14:02:00,45,90,33.15,False,5.68,通过,52.76,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007805,OP0229,UAV00508,多旋翼无人机,长沙,430100,中南,RT_430100_010,交通巡查,2026-05-28 02:05:00,2026-05-29 13:05:00,2026-05-29 13:42:00,37,92,30.05,False,0.29,需补充材料,26.03,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007806,OP0072,UAV01518,多旋翼无人机,南京,320100,华东,RT_320100_033,园区低空运营,2026-06-20 10:02:00,2026-06-21 21:02:00,2026-06-21 21:33:00,31,126,51.43,True,2.13,通过,10.13,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007807,OP0354,UAV00191,复合翼无人机,杭州,330100,华东,RT_330100_034,医疗物资运输,2026-06-26 01:24:00,2026-06-27 06:24:00,2026-06-27 06:37:00,13,95,58.78,False,8.54,通过,68.43,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007808,OP0176,UAV01526,多旋翼无人机,南通,320600,华东,RT_320600_008,医疗物资运输,2026-03-22 15:56:00,2026-03-24 01:56:00,2026-03-24 02:17:00,21,31,42.43,True,3.86,待审,57.3,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007809,OP0393,UAV02149,多旋翼无人机,上海,310000,华东,RT_310000_028,电力巡检,2026-01-27 10:36:00,2026-01-28 17:36:00,2026-01-28 18:10:00,34,76,43.46,False,5.64,通过,60.92,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007810,OP0364,UAV00215,eVTOL,青岛,370200,华东,RT_370200_043,交通巡查,2026-03-27 21:31:00,2026-03-28 22:31:00,2026-03-28 23:06:00,35,130,41.9,True,119.24,需补充材料,51.01,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007811,OP0358,UAV00903,系留无人机,海口,460100,中南,RT_460100_017,应急救援,2026-05-21 10:08:00,2026-05-22 01:08:00,2026-05-22 01:49:00,41,91,3.09,True,4.75,通过,43.02,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007812,OP0069,UAV01963,固定翼无人机,东莞,441900,中南,RT_441900_030,电力巡检,2026-01-29 17:52:00,2026-01-31 05:52:00,2026-01-31 06:31:00,39,96,32.67,True,5.02,通过,49.82,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007813,OP0143,UAV02774,多旋翼无人机,广州,440100,中南,RT_440100_007,交通巡查,2026-06-12 22:11:00,2026-06-13 20:11:00,2026-06-13 20:31:00,20,67,39.2,True,4.14,通过,72.1,高,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007814,OP0584,UAV02583,多旋翼无人机,合肥,340100,华东,RT_340100_020,文旅观光,2026-05-23 00:11:00,2026-05-24 03:11:00,2026-05-24 03:52:00,41,113,57.14,True,3.06,通过,44.93,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007815,OP0411,UAV00618,固定翼无人机,广州,440100,中南,RT_440100_015,低空物流配送,2026-05-13 17:56:00,2026-05-14 10:56:00,2026-05-14 11:48:00,52,63,27.18,False,7.62,通过,65.48,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007816,OP0227,UAV02722,eVTOL,苏州,320500,华东,RT_320500_038,电力巡检,2026-01-10 13:22:00,2026-01-11 07:22:00,2026-01-11 07:49:00,27,73,31.43,False,119.66,通过,40.12,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007817,OP0622,UAV01131,eVTOL,北京,110000,华北,RT_110000_012,医疗物资运输,2026-03-04 09:01:00,2026-03-04 13:01:00,2026-03-04 13:41:00,40,142,40.1,False,122.22,待审,52.77,中,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
FP007818,OP0322,UAV00192,直升机,上海,310000,华东,RT_310000_050,交通巡查,2026-03-13 14:33:00,2026-03-14 03:33:00,2026-03-14 04:19:00,46,83,31.45,True,58.77,通过,24.3,低,simulated_demo_sample,飞行计划为平台演示样本，非真实申报记录。
