grid_id,city,city_code,region,centroid_lat,centroid_lon,airspace_class,max_allowed_altitude_m,nearby_airport_distance_km,population_density_index,flight_density_index,sensor_coverage_score,communication_quality_score,weather_risk_score,computed_risk_score,computed_risk_level,no_fly_or_control_reason,data_nature,source_basis
350200_G0070,厦门,350200,华东,24.272785,118.226589,适飞空域,120,33.92,632.11,12.39,0.84,0.65,0.406,22.44,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0071,厦门,350200,华东,24.202998,117.837713,适飞空域,120,22.81,678.63,29.31,0.908,0.868,0.721,18.15,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0072,厦门,350200,华东,24.623239,118.294339,适飞空域,120,40.54,850.71,3.84,0.627,0.905,0.154,5.43,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0073,厦门,350200,华东,24.420535,117.88667,适飞空域,120,125.42,1374.95,30.63,0.825,0.799,0.385,13.53,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0074,厦门,350200,华东,24.590938,117.954037,适飞空域,120,15.41,2396.83,2.67,0.539,0.756,0.219,18.2,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0075,厦门,350200,华东,24.296716,117.89181,适飞空域,120,42.52,3228.47,11.41,0.836,0.672,0.325,12.39,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0076,厦门,350200,华东,24.439629,117.887393,机场净空保护区,30,43.85,2275.0,5.33,0.758,0.522,0.222,66.6,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0077,厦门,350200,华东,24.53867,118.133654,适飞空域,120,46.42,3375.47,14.14,0.817,0.7,0.162,10.32,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0078,厦门,350200,华东,24.329915,118.177607,文旅体验区,120,31.7,1079.11,31.1,0.756,0.582,0.368,29.93,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0079,厦门,350200,华东,24.252438,118.340523,适飞空域,120,22.96,2322.26,25.76,0.875,0.953,0.356,16.54,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0080,厦门,350200,华东,24.340092,117.865829,文旅体验区,120,28.31,4971.31,29.58,0.483,0.811,0.235,41.18,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0081,厦门,350200,华东,24.739179,117.827394,适飞空域,120,13.44,242.32,12.03,0.558,0.841,0.169,32.03,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0082,厦门,350200,华东,24.699789,117.999467,适飞空域,120,9.1,2396.06,35.9,0.511,0.645,0.212,25.74,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0083,厦门,350200,华东,24.297181,118.39448,机场净空保护区,30,4.72,2356.19,19.6,0.639,0.863,0.296,71.69,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0084,厦门,350200,华东,24.464011,117.952516,低空物流走廊,150,2.37,1051.68,7.08,0.616,0.773,0.533,46.24,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0085,厦门,350200,华东,24.32817,118.386442,适飞空域,120,11.77,2348.01,6.07,0.665,0.768,0.342,20.72,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0086,厦门,350200,华东,24.590593,117.864382,适飞空域,120,1.5,2139.44,18.27,0.606,0.761,0.126,39.79,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0087,厦门,350200,华东,24.447877,118.241974,机场净空保护区,30,46.86,2557.63,20.92,0.856,0.553,0.01,57.29,中,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0088,厦门,350200,华东,24.414569,117.816471,文旅体验区,120,2.79,1375.19,13.13,0.896,0.848,0.382,39.61,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0089,厦门,350200,华东,24.325273,118.090737,适飞空域,120,18.11,4169.43,11.97,0.425,0.519,0.43,23.35,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0090,厦门,350200,华东,24.689667,117.830006,文旅体验区,120,2.35,4950.01,11.34,0.913,0.692,0.151,42.55,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0091,厦门,350200,华东,24.229387,118.341038,文旅体验区,120,12.42,3722.68,23.91,0.743,0.919,0.608,43.38,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0092,厦门,350200,华东,24.610799,118.146002,机场净空保护区,30,21.36,4343.29,29.47,0.701,0.835,0.183,64.1,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0093,厦门,350200,华东,24.596727,117.817092,适飞空域,120,15.42,870.06,10.87,0.816,0.786,0.325,14.76,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0094,厦门,350200,华东,24.24381,118.012168,管制空域,60,4.77,2613.88,2.66,0.734,0.825,0.459,69.68,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0095,厦门,350200,华东,24.224817,118.292889,适飞空域,120,30.39,1954.61,18.87,0.911,0.887,0.49,13.0,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0096,厦门,350200,华东,24.456226,118.325777,适飞空域,120,20.47,4185.1,11.62,0.405,0.427,0.331,30.34,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0097,厦门,350200,华东,24.758749,118.257489,适飞空域,120,20.51,2155.04,7.89,0.888,0.864,0.685,24.65,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0098,厦门,350200,华东,24.637738,117.824643,适飞空域,120,3.96,2631.22,18.97,0.761,0.856,0.344,20.25,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0099,厦门,350200,华东,24.435073,118.213001,适飞空域,120,5.31,4213.0,25.54,0.628,0.777,0.089,26.21,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0100,厦门,350200,华东,24.482056,118.329928,文旅体验区,120,15.38,1097.65,2.67,0.432,0.66,0.201,29.4,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0101,厦门,350200,华东,24.744455,118.011401,管制空域,60,40.9,830.28,6.49,0.636,0.695,0.524,47.23,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0102,厦门,350200,华东,24.584207,117.780701,适飞空域,120,51.36,2972.27,5.74,0.674,0.915,0.085,25.44,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0103,厦门,350200,华东,24.586985,118.255399,适飞空域,120,10.24,4016.9,13.77,0.496,0.849,0.473,38.64,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0104,厦门,350200,华东,24.514179,117.809913,管制空域,60,72.04,2705.48,1.5,0.6,0.556,0.297,54.38,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0105,厦门,350200,华东,24.626781,118.307412,机场净空保护区,30,3.38,8435.9,10.67,0.955,0.799,0.064,82.52,严重,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0106,厦门,350200,华东,24.3365,117.829923,管制空域,60,5.98,1511.86,35.31,0.779,0.749,0.449,68.46,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0107,厦门,350200,华东,24.562867,118.058702,低空物流走廊,150,19.54,2560.01,19.33,0.685,0.866,0.231,19.76,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0108,厦门,350200,华东,24.234535,118.12713,适飞空域,120,30.86,337.76,8.9,0.532,0.31,0.229,16.12,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0109,厦门,350200,华东,24.516701,117.774403,文旅体验区,120,14.12,1536.71,56.53,0.821,0.68,0.208,26.97,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0110,厦门,350200,华东,24.664103,118.054907,适飞空域,120,6.44,3046.64,18.48,0.605,0.854,0.715,36.15,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0111,厦门,350200,华东,24.424696,118.142735,适飞空域,120,1.59,1413.65,2.97,0.916,0.439,0.548,32.22,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0112,厦门,350200,华东,24.365297,118.009493,适飞空域,120,31.53,2149.2,7.43,0.536,0.451,0.435,10.15,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0113,厦门,350200,华东,24.750761,118.227197,禁飞区,0,0.5,3738.89,6.18,0.494,0.636,0.347,100.0,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0114,厦门,350200,华东,24.30711,118.163866,适飞空域,120,21.83,1008.29,8.1,0.728,0.886,0.225,9.93,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0115,厦门,350200,华东,24.5981,118.083604,敏感目标保护区,50,6.7,1200.97,7.62,0.81,0.67,0.118,76.52,高,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0116,厦门,350200,华东,24.383184,118.289038,适飞空域,120,18.57,6175.67,17.0,0.623,0.643,0.421,16.51,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0117,厦门,350200,华东,24.395619,118.121927,适飞空域,120,18.93,1004.24,11.62,0.857,0.614,0.156,5.43,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0118,厦门,350200,华东,24.723764,117.848696,适飞空域,120,15.27,2275.14,0.51,0.725,0.706,0.312,12.44,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0119,厦门,350200,华东,24.726722,118.148726,机场净空保护区,30,7.56,3786.52,40.93,0.594,0.643,0.387,82.95,严重,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0120,厦门,350200,华东,24.758133,118.125607,管制空域,60,14.6,3061.19,21.92,0.846,0.648,0.206,52.47,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0121,厦门,350200,华东,24.33564,117.779573,适飞空域,120,6.32,6339.21,6.8,0.944,0.657,0.181,25.0,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0122,厦门,350200,华东,24.71716,117.802513,低空物流走廊,150,10.63,500.35,10.6,0.763,0.663,0.246,35.52,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0123,厦门,350200,华东,24.747021,117.792885,文旅体验区,120,11.3,1916.96,3.51,0.73,0.588,0.179,38.36,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0124,厦门,350200,华东,24.516007,117.988497,禁飞区,0,5.45,2652.47,3.08,0.793,0.46,0.326,99.07,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0125,厦门,350200,华东,24.633767,118.024502,适飞空域,120,7.14,725.23,22.19,0.912,0.618,0.518,31.76,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0126,厦门,350200,华东,24.231745,118.289923,管制空域,60,12.69,985.46,8.96,0.715,0.816,0.096,53.3,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0127,厦门,350200,华东,24.564294,117.936304,文旅体验区,120,0.87,1067.14,22.74,0.589,0.848,0.663,55.5,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0128,厦门,350200,华东,24.212955,117.943518,适飞空域,120,7.28,1888.4,8.97,0.73,0.646,0.161,17.12,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0129,厦门,350200,华东,24.331168,118.064277,适飞空域,120,3.06,1086.69,7.93,0.664,0.856,0.164,19.19,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0130,厦门,350200,华东,24.737333,118.001614,适飞空域,120,31.32,2982.48,6.25,0.498,0.76,0.328,9.69,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0131,厦门,350200,华东,24.706147,117.781434,适飞空域,120,6.99,5079.74,48.64,0.616,0.841,0.156,18.72,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0132,厦门,350200,华东,24.639291,118.017788,机场净空保护区,30,8.83,1352.3,1.56,0.738,0.737,0.112,62.04,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0133,厦门,350200,华东,24.729664,118.150656,适飞空域,120,0.92,1407.91,18.25,0.812,0.763,0.269,24.53,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0134,厦门,350200,华东,24.512568,118.227112,适飞空域,120,3.18,3458.82,6.7,0.882,0.839,0.263,29.87,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0135,厦门,350200,华东,24.267211,118.19092,适飞空域,120,58.43,1731.47,24.79,0.893,0.667,0.464,16.06,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0136,厦门,350200,华东,24.72473,117.965603,适飞空域,120,5.12,1224.59,4.13,0.88,0.854,0.451,41.85,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0137,厦门,350200,华东,24.549868,117.802988,文旅体验区,120,22.02,5042.13,14.8,0.829,0.894,0.316,36.04,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0138,厦门,350200,华东,24.356645,118.321029,适飞空域,120,2.54,1799.99,35.64,0.587,0.733,0.196,37.04,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0139,厦门,350200,华东,24.556329,118.040383,机场净空保护区,30,18.8,2200.82,7.33,0.688,0.486,0.267,65.25,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0140,厦门,350200,华东,24.529396,118.288229,适飞空域,120,47.13,6755.6,7.9,0.823,0.846,0.233,17.83,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0141,厦门,350200,华东,24.568027,118.297208,敏感目标保护区,50,1.54,4349.12,6.59,0.618,0.638,0.301,90.49,严重,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0142,厦门,350200,华东,24.330909,118.202481,管制空域,60,42.56,1531.04,21.29,0.783,0.948,0.092,49.45,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0143,厦门,350200,华东,24.562789,118.290631,管制空域,60,3.68,2832.95,12.86,0.44,0.554,0.538,78.29,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0144,厦门,350200,华东,24.7051,118.207931,禁飞区,0,23.59,2472.3,8.66,0.79,0.957,0.398,87.82,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0145,厦门,350200,华东,24.747319,118.164125,适飞空域,120,28.42,1510.83,10.57,0.809,0.76,0.252,17.7,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0146,厦门,350200,华东,24.431196,118.267494,文旅体验区,120,26.63,3732.45,43.02,0.812,0.763,0.479,37.34,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0147,厦门,350200,华东,24.678184,118.042663,适飞空域,120,4.49,1067.18,7.83,0.734,0.904,0.094,20.41,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0148,厦门,350200,华东,24.734115,117.905666,敏感目标保护区,50,64.37,2895.86,18.29,0.88,0.678,0.395,71.77,高,学校/医院/人群密集区/敏感设施演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0149,厦门,350200,华东,24.404045,118.12425,禁飞区,0,8.39,2922.71,11.49,0.409,0.76,0.176,93.16,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0150,厦门,350200,华东,24.491795,118.083881,机场净空保护区,30,7.14,1876.66,7.88,0.543,0.766,0.491,79.94,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0151,厦门,350200,华东,24.43493,117.773476,适飞空域,120,25.56,929.2,18.69,0.592,0.674,0.236,13.84,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0152,厦门,350200,华东,24.260433,118.266321,禁飞区,0,0.5,866.6,8.91,0.904,0.517,0.281,100.0,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0153,厦门,350200,华东,24.687337,117.954402,适飞空域,120,6.01,1019.68,15.91,0.683,0.428,0.411,27.51,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0154,厦门,350200,华东,24.621909,118.110765,禁飞区,0,10.14,1855.14,17.92,0.463,0.834,0.146,96.36,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0155,厦门,350200,华东,24.236024,117.862555,适飞空域,120,23.95,3505.1,6.16,0.787,0.915,0.244,14.33,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0156,厦门,350200,华东,24.425415,117.922812,机场净空保护区,30,27.77,1915.22,6.84,0.393,0.615,0.338,70.75,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0157,厦门,350200,华东,24.750685,118.201152,适飞空域,120,32.62,1915.62,8.66,0.595,0.68,0.113,7.18,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0158,厦门,350200,华东,24.564541,117.979507,机场净空保护区,30,8.34,2078.35,12.23,0.744,0.798,0.171,66.98,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0159,厦门,350200,华东,24.502414,117.898342,适飞空域,120,29.8,468.02,6.59,0.619,0.834,0.458,34.96,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0160,厦门,350200,华东,24.698723,117.945153,适飞空域,120,17.65,827.04,9.89,0.713,0.468,0.341,11.49,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0161,厦门,350200,华东,24.226426,118.132413,禁飞区,0,14.35,5526.31,21.44,0.622,0.486,0.551,94.65,严重,机场/党政机关/军事/重大活动等禁飞范围演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0162,厦门,350200,华东,24.405524,118.267047,适飞空域,120,30.12,1729.12,8.66,0.867,0.741,0.088,13.09,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0163,厦门,350200,华东,24.65962,118.225013,适飞空域,120,1.56,2448.19,6.68,0.914,0.888,0.347,35.69,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0164,厦门,350200,华东,24.227976,117.926057,低空物流走廊,150,23.7,2340.25,10.23,0.625,0.629,0.346,19.39,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0165,厦门,350200,华东,24.711766,118.013417,机场净空保护区,30,9.23,716.35,18.78,0.825,0.861,0.461,83.62,严重,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0166,厦门,350200,华东,24.603257,118.346388,适飞空域,120,40.68,686.31,10.07,0.865,0.995,0.529,13.35,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0167,厦门,350200,华东,24.238295,118.141207,机场净空保护区,30,34.0,1301.31,5.77,0.616,0.733,0.151,61.85,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0168,厦门,350200,华东,24.281065,117.806102,机场净空保护区,30,7.25,586.84,14.62,0.804,0.749,0.079,61.17,高,机场净空保护区演示值,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0169,厦门,350200,华东,24.700665,117.860654,管制空域,60,15.49,1354.86,9.79,0.973,0.655,0.492,64.06,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0170,厦门,350200,华东,24.311697,117.770477,管制空域,60,8.01,2095.33,35.17,0.607,0.838,0.247,64.84,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0171,厦门,350200,华东,24.415841,118.24326,适飞空域,120,13.62,681.06,16.28,0.564,0.794,0.743,29.74,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0172,厦门,350200,华东,24.474029,118.106339,管制空域,60,77.66,7009.62,1.75,0.452,0.685,0.131,51.17,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0173,厦门,350200,华东,24.406635,117.938824,适飞空域,120,96.09,5863.64,19.06,0.61,0.66,0.381,14.84,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0174,厦门,350200,华东,24.55285,118.305355,管制空域,60,63.49,1157.26,7.13,0.854,0.841,0.131,40.53,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0175,厦门,350200,华东,24.368232,118.036155,管制空域,60,0.5,1215.04,5.25,0.543,0.784,0.324,63.0,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0176,厦门,350200,华东,24.705269,118.056979,文旅体验区,120,33.22,2710.45,42.55,0.581,0.767,0.472,38.38,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0177,厦门,350200,华东,24.739165,118.261582,管制空域,60,1.83,2399.34,24.78,0.803,0.763,0.643,75.65,高,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0178,厦门,350200,华东,24.485493,117.826303,适飞空域,120,25.87,1029.36,10.76,0.69,0.639,0.085,3.7,低,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
350200_G0179,厦门,350200,华东,24.277963,118.392904,管制空域,60,40.07,1035.35,43.67,0.771,0.828,0.265,47.69,中,,simulated_demo_sample,由城市中心参考点、空域类型、风险规则随机生成；用于平台原型/热力图演示，非真实空域划设。
